cim_version,datamodel,object,field,data_type,description,possible_values
4.3.1,Databases,Tablespace,free_bytes,number,"The total amount of free space in the tablespace, in bytes.",
4.3.1,Databases,Tablespace,tablespace_name,string,The name of the tablespace.,
4.3.1,Databases,Tablespace,tablespace_reads,number,The number of tablespace reads carried out by the query.,
4.3.1,Databases,Tablespace,tablespace_status,string,The status of the tablespace.,"Offline, Online, Read Only"
4.3.1,Databases,Tablespace,tablespace_writes,number,The number of tablespace writes carried out by the query.,
4.3.1,Databases,Query_Stats,indexes_hit,string,The names of the index or indexes hit by the database query.,
4.3.1,Databases,Query_Stats,query_plan_hit,string,The name of the query plan hist by the query.,
4.3.1,Databases,Query_Stats,stored_procedures_called,string,The names of the stored procedures called by the query.,
4.3.1,Databases,Query_Stats,tables_hit,string,The names of the tables hit by the query.,
4.3.1,Email,Email,action,string,Action taken by the reporting device.,"delivered, blocked, quarantined,deleted, unknown"
4.3.1,Email,Email,delay,number,Total sending delay in milliseconds.,
4.3.1,Email,Email,dest,string,"The endpoint system to which the message was delivered. You can aliasthis from more specific fields, such asdest_host, dest_ip, or dest_name.",
4.3.1,Email,Email,dest_bunit,string,The business unit of the endpoint system to which the message was delivered.,
4.3.1,Email,Email,dest_category,string,The category of the endpoint system to which the message was delivered.,
4.3.1,Email,Email,dest_priority,string,The priority of the endpoint system to which the message was delivered.,
4.3.1,Email,Email,duration,number,"The amount of time for the completion of the messaging event, in seconds.",
4.3.1,Email,Email,file_hash,string,"The hash(es) for the file(s) attached to the message, if any exist.",
4.3.1,Email,Email,file_name,string,"The name(s) of the file(s) attached to the message, if any exist.",
4.3.1,Email,Email,file_size,number,"The size of the file(s) attached the message, if they exist..",
4.3.1,Email,Email,internal_message_id,string,"Host-specific unique message identifier (such as aid in sendmail, IMI in Domino, Internal-Message-ID in Exchange, and MID in Ironport).",
4.3.1,Email,Email,message_id,string,The globally-unique message identifier.,
4.3.1,Email,Email,message_info,string,Additional information about the message.,
4.3.1,Email,Email,orig_dest,string,The original destination host of the message. The message destination host can change when a message is relayed or bounced.,
4.3.1,Email,Email,orig_recipient,string,The original recipient of the message. The message recipient can change when the original email address is an alias and has to be resolved to the actual recipient.,
4.3.1,Email,Email,orig_src,string,The original source of the message.,
4.3.1,Email,Email,process,string,"The name of the email executable that carries out the message transaction, such as sendmail, postfix, or the name of an email client.",
4.3.1,Email,Email,process_id,number,The numeric identifier of the process invoked to send the message.,
4.3.1,Email,Email,protocol,string,"The email protocol involved, such asSMTP or RPC.",
4.3.1,Email,Email,recipient,string,"A field listing individual recipient email addresses, such asrecipient=""foo@splunk.com"",recipient=""bar@splunk.com"".",
4.3.1,Email,Email,recipient_count,number,The total number of intended message recipients.,
4.3.1,Email,Email,recipient_status,string,"The recipient delivery status, if available.",
4.3.1,Email,Email,response_time,number,"The amount of time it took to receive a response in the messaging event, if applicable.",
4.3.1,Email,Email,retries,number,"The number of times that the message was automatically resent because it was bounced back, or a similar transmission error condition.",
4.3.1,Email,Email,return_addr,string,The return address for the message.,
4.3.1,Email,Email,size,number,"The size of the message, in bytes.",
4.3.1,Email,Email,src,string,"The system that sent the message. You can alias this from more specific fields, such as src_host, src_ip, orsrc_name.",
4.3.1,Email,Email,src_bunit,string,The business unit of the system that sent the message.,
4.3.1,Email,Email,src_category,string,The category of the system that sent the message.,
4.3.1,Email,Email,src_priority,string,The priority of the system that sent the message.,
4.3.1,Email,Email,src_user,string,The email address of the message sender.,
4.3.1,Email,Email,src_user_bunit,string,The business unit of the message sender.,
4.3.1,Email,Email,src_user_category,string,The category of the message sender.,
4.3.1,Email,Email,src_user_priority,string,The priority of the message sender.,
4.3.1,Email,Email,status_code,string,The status code associated with the message.,
4.3.1,Email,Email,subject,string,The subject of the message.,
4.3.1,Email,Email,tag,string,"The tag(s) associated with the message, if any exist.",
4.3.1,Email,Email,url,string,"The URL associated with the message, if any.",
4.3.1,Email,Email,user,string,"The user context for the process. This is not the email address for the sender. For that, look at the src_user field.",
4.3.1,Email,Email,user_bunit,string,The business unit of the user context for the process.,
4.3.1,Email,Email,user_category,string,The category of the user context for theprocess.,
4.3.1,Email,Email,user_priority,string,The priority of the user context for theprocess.,
4.3.1,Email,Email,vendor_product,string,The vendor of the email server used for the email transaction.,
4.3.1,Email,Email,xdelay,string,Extended delay information for the message transaction. May contain details of all the delays from all the servers in the message transmission chain.,
4.3.1,Email,Email,xref,string,An external reference. Can contain message IDs or recipient addresses from related messages.,
4.3.1,Email,Filtering,filter_action,string,"The status produced by the filter, such as ""accepted"", ""rejected"", or ""dropped"".",
4.3.1,Email,Filtering,filter_score,number,Numeric indicator assigned to specific emails by an email filter.,
4.3.1,Email,Filtering,signature,string,The name of the filter applied.,
4.3.1,Email,Filtering,signature_extra,string,Any additional information about the filter.,
4.3.1,Email,Filtering,signature_id,string,The id associated with the filter name.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,dest,string,"The destination of the message. You canalias this from more specific fields, such asdest_host, dest_ip, or dest_name.",
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,dest_bunit,string,The business unit of the destination.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,dest_category,string,The type of message destination.,"queue,topic"
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,dest_priority,string,The priority of the destination.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,duration,number,The number of seconds from message call to message response. Can be derived by getting the difference between therequest_sent_time and themessage_received_time.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,endpoint,string,The endpoint that the message accessed during the RPC (remote procedure call) transaction.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,endpoint_version,string,"The version of the endpoint accessed during the RPC (remote procedure call) transaction, such as 1.0 or 1.22.",
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,message,string,A command or reference that an RPC (remote procedure call) reads or responds to.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,message_consumed_time,time,The time that the RPC (remote procedure call) read the message and was prepared to take some sort of action.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,message_correlation_id,string,The message correlation identification value.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,message_delivered_time,time,The time that the message producer sent the message.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,message_delivery_mode,string,"The message delivery mode. Possible values depend on the type of message-oriented middleware (MOM) solution in use. They can be words like Transient (meaning the message is stored in memory and is lost if the server dies or restarts) or Persistent(meaning the message is stored both in memory and on disk and is preserved if the server dies or restarts). They can also be numbers like 1, 2, and so on.",
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,message_expiration_time,time,The time that the message expired.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,message_id,string,The message identification.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,message_priority,string,"The priority of the message. Important jobs that the message queue should answer no matter what receive a highermessage_priority than other jobs, ensuring they are completed before the others.",
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,message_properties,string,An arbitrary list of message properties. The set of properties displayed depends on the message-oriented middleware (MOM) solution that you are using.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,message_received_time,time,The time that the message was received by a message-oriented middleware (MOM) solution.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,message_redelivered,boolean,Indicates whether or not the message was redelivered.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,message_reply_dest,string,The name of the destination for replies to the message.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,message_type,string,"The type of message, such as call orreply.",
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,parameters,string,Arguments that have been passed to an endpoint by a REST call or something similar. A sample parameter could be something likefoo=bar.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,payload,string,The message payload.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,payload_type,string,"The type of payload in the message. The payload type can be text (such as json,xml, and raw) or binary (such ascompressed, object, encrypted, andimage).",
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,request_payload,string,The content of the message request.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,request_payload_type,string,"The type of payload in the message request. The payload type can be text (such as json,xml, and raw) or binary (such ascompressed, object, encrypted, andimage).",
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,request_sent_time,time,The time that the message request was sent.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,response_code,string,The response status code sent by the receiving server. Ranges between 200 and404.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,response_payload_type,string,"The type of payload in the message response. The payload type can be text (such as json, xml, and raw) or binary (such ascompressed, object, encrypted, andimage).",
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,response_received_time,time,The time that the message response was received.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,response_time,number,"The amount of time it took to receive a response, in seconds.",
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,return_message,string,The response status message sent by the message server.,
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,rpc_protocol,string,"The protocol that the message server uses for remote procedure calls (RPC). Possible values include HTTP REST, SOAP, and EJB.",
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,status,boolean,The status of the message response.,"pass,fail"
4.3.1,Interprocess_Messaging,All_Interprocess_Messaging,tag,string,Tags associated with the message.,
4.3.1,Intrusion_Detection,IDS_Attacks,action,string,The action taken by the intrusion detection system (IDS).,
4.3.1,Intrusion_Detection,IDS_Attacks,category,string,"The vendor-provided category of the triggered signature, such as spyware. Note: This field is a string. Use acategory_id field for category ID fields that are integer data types (category_idfields are optional, so they are not included in this table).",
4.3.1,Intrusion_Detection,IDS_Attacks,dest,string,"The destination of the attack detected by the intrusion detection system (IDS). You can alias this from more specific fields, such as dest_host, dest_ip, ordest_name.",
4.3.1,Intrusion_Detection,IDS_Attacks,dest_bunit,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Intrusion_Detection,IDS_Attacks,dest_category,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Intrusion_Detection,IDS_Attacks,dest_priority,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Intrusion_Detection,IDS_Attacks,dvc,string,"The device that detected the intrusion event. You can alias this from more specific fields, such as dvc_host, dvc_ip, ordvc_name.",
4.3.1,Intrusion_Detection,IDS_Attacks,dvc_bunit,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Intrusion_Detection,IDS_Attacks,dvc_category,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Intrusion_Detection,IDS_Attacks,dvc_priority,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Intrusion_Detection,IDS_Attacks,ids_type,string,The type of IDS that generated the event.,"network, host, application"
4.3.1,Intrusion_Detection,IDS_Attacks,severity,string,"The severity of the network protection event. Note: This field is a string. Please use aseverity_id field for severity ID fields that are integer data types (severity_idfields are optional, so they are not included in this table). Also, specific values are required for this field. Usevendor_severity for the vendor's own human readable severity strings (such asGood, Bad, and Really Bad).","critical, high, medium, low,informational, unknown"
4.3.1,Intrusion_Detection,IDS_Attacks,signature,string,"The name of the intrusion detected on the client (the src), such as PlugAndPlay_BOand JavaScript_Obfuscation_Fre. Note: This is a string value; please usesignature_id for numeric indicators (signature_id fields are optional, so they are not included in this table).",
4.3.1,Intrusion_Detection,IDS_Attacks,src,string,"The source involved in the attack detected by the IDS. You can alias this from more specific fields, such as src_host,src_ip, or src_name.",
4.3.1,Intrusion_Detection,IDS_Attacks,src_bunit,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Intrusion_Detection,IDS_Attacks,src_category,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Intrusion_Detection,IDS_Attacks,src_priority,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Intrusion_Detection,IDS_Attacks,tag,string,This automatically generated field is used to access tags from within datamodels. Add-on builders do not need to populate it.,
4.3.1,Intrusion_Detection,IDS_Attacks,user,string,The user involved with the intrusion detection event.,
4.3.1,Intrusion_Detection,IDS_Attacks,user_bunit,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Intrusion_Detection,IDS_Attacks,user_category,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Intrusion_Detection,IDS_Attacks,user_priority,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Intrusion_Detection,IDS_Attacks,vendor_product,string,"The vendor product name of the IDS or IPS system that detected the vulnerability, such as HP Tipping Point. This field can be automatically populated by vendor andproduct fields in your data.",
4.3.1,Compute_Inventory,All_Inventory,description,string,The description of the inventory system.,
4.3.1,Compute_Inventory,All_Inventory,dest,string,"The system where the data originated, the source of the event. You can alias this from more specific fields, such asdest_host, dest_ip, or dest_name.",
4.3.1,Compute_Inventory,All_Inventory,dest_bunit,string,The business unit of the system where the data originated. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.,
4.3.1,Compute_Inventory,All_Inventory,dest_category,string,"The category of the system where the data originated, such asemail_server or SOX-compliant. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",
4.3.1,Compute_Inventory,All_Inventory,dest_priority,string,The priority of the system where the data originated.,
4.3.1,Compute_Inventory,All_Inventory,enabled,boolean,Indicates whether the resource is enabled or disabled.,
4.3.1,Compute_Inventory,All_Inventory,family,string,"The product family of the resource, such as 686_64 or RISC.",
4.3.1,Compute_Inventory,All_Inventory,hypervisor_id,string,"The hypervisor identifier, if applicable.",
4.3.1,Compute_Inventory,All_Inventory,serial,string,The serial number of the resource.,
4.3.1,Compute_Inventory,All_Inventory,status,string,The current reported state of the resource.,
4.3.1,Compute_Inventory,All_Inventory,tag,string,Splunk uses this automatically generated field to access tags from within data models. You do not need to populate it.,
4.3.1,Compute_Inventory,All_Inventory,vendor_product,string,"The vendor and product name of the resource, such as Cisco Catalyst 3850.",
4.3.1,Compute_Inventory,All_Inventory,version,string,"The version of a computer resource, such as 2008r2 or3.0.0.",
4.3.1,Compute_Inventory,CPU,cpu_cores,number,"The number of CPU cores reported by the resource (total, not per CPU).",
4.3.1,Compute_Inventory,CPU,cpu_count,number,The number of CPUs reported by the resource.,
4.3.1,Compute_Inventory,CPU,cpu_mhz,number,The maximum speed of the CPU reported by the resource (in megahertz).,
4.3.1,Compute_Inventory,Memory,mem,number,"The total amount of memory installed in or allocated to the resource, in megabytes.",
4.3.1,Compute_Inventory,Network,dest_ip,string,The IP address for the system that the data is going to.,
4.3.1,Compute_Inventory,Network,dns,string,The domain name server for the resource.,
4.3.1,Compute_Inventory,Network,inline_nat,string,Identifies whether the resource is a network address translation pool.,
4.3.1,Compute_Inventory,Network,interface,string,"The network interfaces of the computing resource, such aseth0, eth1 or Wired Ethernet Connection, Teredo Tunneling Pseudo-Interface.",
4.3.1,Compute_Inventory,Network,ip,string,"The network addresses of the computing resource, such as192.168.1.1 orE80:0000:0000:0000:0202:B3FF:FE1E:8329.",
4.3.1,Compute_Inventory,Network,lb_method,string,"The load balancing method used by the computing resource such as method, round robin, or least weight.",
4.3.1,Compute_Inventory,Network,mac,string,"A MAC (media access control) address associated with the resource, such as 06:10:9f:eb:8f:14. Note: Always force lower case on this field. Note: Always use colons instead of dashes, spaces, or no separator.",
4.3.1,Compute_Inventory,Network,name,string,A name field provided in some data sources.,
4.3.1,Compute_Inventory,Network,node,string,Represents a node hit.,
4.3.1,Compute_Inventory,Network,node_port,number,The number of the destination port on the server that you requested from.,
4.3.1,Compute_Inventory,Network,src_ip,string,The IP address for the system from which the data originates.,
4.3.1,Compute_Inventory,Network,vip_port,number,The port number for the virtual IP address (VIP). A VIP allows multiple MACs to use one IP address. VIPs are often used by load balancers.,
4.3.1,Compute_Inventory,OS,os,string,"The operating system of the resource, such as Microsoft Windows Server 2008r2. This field is constructed fromvendor_product and version fields.",
4.3.1,Compute_Inventory,Storage,array,string,"The array that the storage resource is a member of, if applicable",
4.3.1,Compute_Inventory,Storage,blocksize,number,"The block size used by the storage resource, in kilobytes.",
4.3.1,Compute_Inventory,Storage,cluster,string,"The index cluster that the resource is a member of, if applicable.",
4.3.1,Compute_Inventory,Storage,fd_max,number,The maximum number of file descriptors available.,
4.3.1,Compute_Inventory,Storage,latency,number,"The latency reported by the resource, in milliseconds.",
4.3.1,Compute_Inventory,Storage,mount,string,The path at which a storage resource is mounted.,
4.3.1,Compute_Inventory,Storage,parent,string,"A higher level object that this resource is owned by, if applicable.",
4.3.1,Compute_Inventory,Storage,read_blocks,number,The maximum possible number of blocks read per second during a polling period .,
4.3.1,Compute_Inventory,Storage,read_latency,number,"For a polling period, the average amount of time elapsed until a read request is filled by the host disks (in ms).",
4.3.1,Compute_Inventory,Storage,read_ops,number,The total number of read operations in the polling period.,
4.3.1,Compute_Inventory,Storage,storage,number,"The amount of storage capacity allocated to the resource, in megabytes.",
4.3.1,Compute_Inventory,Storage,write_blocks,number,The maximum possible number of blocks written per second during a polling period.,
4.3.1,Compute_Inventory,Storage,write_latency,number,"For a polling period, the average amount of time elapsed until a write request is filled by the host disks (in ms).",
4.3.1,Compute_Inventory,Storage,write_ops,number,The total number of write operations in the polling period.,
4.3.1,Compute_Inventory,User,interactive,boolean,Indicates whether a locally defined account on a resource can be interactively logged in.,
4.3.1,Compute_Inventory,User,password,string,"Displays the stored password(s) for a locally defined account, if it has any. For instance, an add-on may report the password column from /etc/passwd in this field.",
4.3.1,Compute_Inventory,User,shell,string,Indicates the shell program used by a locally defined account.,
4.3.1,Compute_Inventory,User,user,string,The full name of a locally defined account.,
4.3.1,Compute_Inventory,User,user_bunit,string,The business unit of the locally-defined user account. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.,
4.3.1,Compute_Inventory,User,user_category,string,"The category of the system where the data originated, such asemail_server or SOX-compliant. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",
4.3.1,Compute_Inventory,User,user_id,number,The user identification for a locally defined account.,
4.3.1,Compute_Inventory,User,user_priority,string,The priority of a locally-defined account.,
4.3.1,Compute_Inventory,Virtual_OS,hypervisor,string,The hypervisor parent of a virtual guest OS.,
4.3.1,Compute_Inventory,Snapshot,size,number,"The snapshot file size, in megabytes.",
4.3.1,Compute_Inventory,Snapshot,snapshot,string,The name of a snapshot file.,
4.3.1,Compute_Inventory,Snapshot,time,time,The time at which the snapshot was taken.,
4.3.1,JVM,JVM,jvm_description,string,A description field provided in some data sources.,
4.3.1,JVM,JVM,tag,string,This automatically generated field is used to access tags from within datamodels. Add-on builders do not need to populate it.,
4.3.1,JVM,Threading,cm_enabled,boolean,Indicates whether thread contention monitoring is enabled.,"true, false, 1,0"
4.3.1,JVM,Threading,cm_supported,boolean,Indicates whether the JVM supports thread contention monitoring.,"true, false, 1,0"
4.3.1,JVM,Threading,cpu_time_enabled,boolean,Indicates whether thread CPU time measurement is enabled.,"true, false, 1,0"
4.3.1,JVM,Threading,cpu_time_supported,boolean,Indicates whether the Java virtual machine supports CPU time measurement for the current thread.,"true, false, 1,0"
4.3.1,JVM,Threading,current_cpu_time,number,"CPU-space time taken by the JVM, in seconds.",
4.3.1,JVM,Threading,current_user_time,number,"User-space time taken by the JVM, in seconds.",
4.3.1,JVM,Threading,daemon_thread_count,number,The JVM's current daemon count.,
4.3.1,JVM,Threading,omu_supported,boolean,Indicates whether the JVM supports monitoring of object monitor usage.,"true, false, 1,0"
4.3.1,JVM,Threading,peak_thread_count,number,The JVM's peak thread count,
4.3.1,JVM,Threading,synch_supported,boolean,Indicates whether the JVM supports monitoring of ownable synchronizer usage.,"true, false, 1,0"
4.3.1,JVM,Threading,thread_count,number,The JVM's current thread count.,
4.3.1,JVM,Threading,threads_started,number,The total number of threads started in the JVM.,
4.3.1,JVM,Runtime,process_name,string,Process name of the JVM process.,
4.3.1,JVM,Runtime,start_time,timestamp,Start time of the JVM process.,
4.3.1,JVM,Runtime,uptime,int,Uptime of the JVM process.,
4.3.1,JVM,Runtime,vendor_product,string,The JVM product or service. This field can be automatically populated by the the vendor andproduct fields in your raw data.,
4.3.1,JVM,Runtime,version,string,Version of the JVM.,
4.3.1,JVM,OS,committed_memory,number,Amount of memory committed to the JVM.,
4.3.1,JVM,OS,cpu_time,number,Amount of CPU time taken by the JVM.,
4.3.1,JVM,OS,free_physical_memory,number,Amount of free physical memory remaining to the JVM.,
4.3.1,JVM,OS,free_swap,number,Amount of free swap memory remaining to the JVM.,
4.3.1,JVM,OS,max_file_descriptors,number,Maximum file descriptors available to the JVM.,
4.3.1,JVM,OS,open_file_descriptors,number,Number of file descriptors opened by the JVM.,
4.3.1,JVM,OS,os,string,OS that the JVM is running on.,
4.3.1,JVM,OS,os_architecture,string,OS architecture that the JVM is running on.,
4.3.1,JVM,OS,os_version,string,OS version that the JVM is running on.,
4.3.1,JVM,OS,physical_memory,number,Physical memory available to the OS that the JVM is running on.,
4.3.1,JVM,OS,swap_space,number,Swap memory space available to the OS that the JVM is running on.,
4.3.1,JVM,OS,system_load,number,System load of the OS that the JVM is running on.,
4.3.1,JVM,OS,total_processors,number,Total processor cores available to the OS that the JVM is running on.,
4.3.1,JVM,Compilation,compilation_time,number,Time taken by JIT compilation.,
4.3.1,JVM,Classloading,current_loaded,number,The current count of classes loaded in the JVM.,
4.3.1,JVM,Classloading,total_loaded,number,The total count of classes loaded in the JVM.,
4.3.1,JVM,Classloading,total_unloaded,number,The total count of classes unloaded from the JVM.,
4.3.1,JVM,Memory,heap_committed,number,Committed amount of heap memory used by the JVM.,
4.3.1,JVM,Memory,heap_initial,number,Initial amount of heap memory used by the JVM.,
4.3.1,JVM,Memory,heap_max,number,Maximum amount of heap memory used by the JVM.,
4.3.1,JVM,Memory,heap_used,number,Heap memory used by the JVM.,
4.3.1,JVM,Memory,non_heap_committed,number,Committed amount of non-heap memory used by the JVM.,
4.3.1,JVM,Memory,non_heap_initial,number,Initial amount of non-heap memory used by the JVM.,
4.3.1,JVM,Memory,non_heap_max,number,Maximum amount of non-heap memory used by the JVM.,
4.3.1,JVM,Memory,non_heap_used,number,Non-heap memory used by the JVM.,
4.3.1,JVM,Memory,objects_pending,number,Number of objects pending in the JVM.,
4.3.1,Malware,Malware_Attacks,action,string,The action taken by the reporting device.,"allowed, blocked,deferred, unknown"
4.3.1,Malware,Malware_Attacks,category,string,"The category of the malware event, such as keylogger or ad-supported program. Note: This is a string value. Use acategory_id field for category ID fields that are integer data types (category_id fields are optional, so they are not included in this table).",
4.3.1,Malware,Malware_Attacks,date,string,The date of the malware event.,
4.3.1,Malware,Malware_Attacks,dest,string,"The system that was affected by the malware event. You can alias this from more specific fields, such asdest_host, dest_ip, or dest_name.",
4.3.1,Malware,Malware_Attacks,dest_bunit,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Malware,Malware_Attacks,dest_category,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Malware,Malware_Attacks,dest_nt_domain,string,"The NT domain of the destination, if applicable.",
4.3.1,Malware,Malware_Attacks,dest_priority,string,This is a derived field provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. It should be left blank when writing add-ons.,
4.3.1,Malware,Malware_Attacks,dest_requires_av,boolean,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Malware,Malware_Attacks,file_hash,string,The hash of the file with suspected malware.,
4.3.1,Malware,Malware_Attacks,file_name,string,The name of the file with suspected malware.,
4.3.1,Malware,Malware_Attacks,file_path,string,The full file path of the file with suspected malware.,
4.3.1,Malware,Malware_Attacks,signature,string,"The name of the malware infection detected on the client (the dest), such as Trojan.Vundo, Spyware.Gaobot, and W32.Nimbda. Note: This is a string value. Use asignature_id field for signature ID fields that are integer data types (signature_id fields are optional, so they are not included in this table)",
4.3.1,Malware,Malware_Attacks,src,string,"The source of the endpoint event, such as a DAT file relay server.You can aliasthis from more specific fields, such assrc_host, src_ip, or src_name.",
4.3.1,Malware,Malware_Attacks,src_bunit,string,The business unit of the source.,
4.3.1,Malware,Malware_Attacks,src_category,string,The category of the source.,
4.3.1,Malware,Malware_Attacks,src_priority,string,The priority of the source.,
4.3.1,Malware,Malware_Attacks,tag,string,This automatically generated field is used to access tags from within datamodels. Add-on builders do not need to populate it.,
4.3.1,Malware,Malware_Attacks,user,string,The user involved in the malware event.,
4.3.1,Malware,Malware_Attacks,user_bunit,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Malware,Malware_Attacks,user_category,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Malware,Malware_Attacks,user_priority,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Malware,Malware_Attacks,vendor_product,string,"The vendor product name of the endpoint protection system, such asSymantec AntiVirus.",
4.3.1,Malware,Malware_Operations,dest,string,The system where the malware operations event occurred.,
4.3.1,Malware,Malware_Operations,dest_bunit,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Malware,Malware_Operations,dest_category,string,These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.,
4.3.1,Malware,Malware_Operations,dest_nt_domain,string,"The NT domain of the dest system, if applicable.",
4.3.1,Malware,Malware_Operations,dest_priority,string,This is a derived field provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. It should be left blank when writing add-ons.,
4.3.1,Malware,Malware_Operations,dest_requires_av,boolean,This is a derived field provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. It should be left blank when writing add-ons.,
4.3.1,Malware,Malware_Operations,product_version,string,The product version of the malware operations product.,
4.3.1,Malware,Malware_Operations,signature_version,string,The version of the malware signature bundle in a signature update operations event.,
4.3.1,Malware,Malware_Operations,tag,string,The tag associated with the maleware operations event.,
4.3.1,Malware,Malware_Operations,vendor_product,string,The vendor product name of the malware operations product.,
4.3.1,Network_Resolution,DNS,additional_answer_count,number,"Number of entries in the ""additional"" section of the DNS message.",
4.3.1,Network_Resolution,DNS,answer,string,Resolved address for the query.,
4.3.1,Network_Resolution,DNS,answer_count,number,Number of entries in the answer section of the DNS message.,
4.3.1,Network_Resolution,DNS,authority_answer_count,number,"Number of entries in the ""authority"" section of the DNS message.",
4.3.1,Network_Resolution,DNS,dest,string,"The destination of the network resolution event. You can alias this from more specific fields, such as dest_host,dest_ip, or dest_name.",
